שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
ח'ואלד,1321,KHAWALED,3,31,311.0,12.0,222.0,2.0,696.0,,,696.0,,450,,2131074174.0,37.0,301.0,10004207.0,2018,Khawaled,
ח'ואלד (שבט),986,KHAWALED,2,25,237.0,,,3.0,,,,,,460,,2150174051.0,,299.0,10004207.0,2018,Khawalid / Al-Khawalid,
חבצלת השרון,235,HAVAZZELET HASHARON,4,41,411.0,16.0,141.0,1.0,492.0,492.0,480.0,,1935,310,10.0,1872969635.0,20.0,409.0,10002089.0,2018,Havazzelet HaSharon,
חבר,1110,HEVER,2,23,234.0,8.0,,1.0,571.0,571.0,541.0,,1958,350,,2250871708.0,70.0,204.0,10004394.0,2018,Hever,213.0
חגור,717,HAGOR,4,42,421.0,20.0,142.0,1.0,1156.0,1156.0,1140.0,,1949,310,1.0,1951767159.0,30.0,417.0,15000658.0,2018,Hagor,
חגי,3764,HAGGAY,7,77,,78.0,,1.0,635.0,635.0,635.0,,1984,370,11.0,2076160011.0,820.0,715.0,15003512.0,2018,Haggay,
חגלה,205,HOGLA,4,41,411.0,16.0,141.0,1.0,857.0,857.0,852.0,,1933,310,1.0,1932769927.0,15.0,409.0,15000060.0,2018,Hogla,
חד-נס,4026,HAD-NES,2,29,293.0,71.0,,1.0,823.0,823.0,795.0,,1989,370,9.0,2604175924.0,-49.0,219.0,10004579.0,2018,Had-Nes,211.0
חדיד,618,HADID,4,43,432.0,25.0,142.0,1.0,887.0,887.0,886.0,,1950,310,2.0,1936965290.0,59.0,424.0,10002168.0,2018,Hadid,
חדרה,6500,HADERA,3,32,324.0,0.0,,1.0,95683.0,94807.0,88083.0,876.0,1890,150,,1925170467.0,-8.0,302.0,10004261.0,2018,Hadera,
חוג'ייראת (ד'הרה) (שבט),948,HUJEIRAT (DAHRA),2,24,241.0,56.0,,3.0,,,,,,460,,2278574887.0,,299.0,10004513.0,2018,Al-Hujayrat (Zahra),210.0
חולדה,160,HULDA,4,43,432.0,30.0,143.0,1.0,1096.0,1096.0,1076.0,,1930,330,15.0,1889863766.0,111.0,426.0,10002241.0,2018,Hulda,
חולון,6600,HOLON,5,53,513.0,0.0,123.0,1.0,194273.0,193980.0,178754.0,293.0,1940,140,,1792565823.0,19.0,505.0,10001430.0,2018,Holon,
חולית,1239,HOLIT,6,62,622.0,38.0,,1.0,164.0,159.0,152.0,5.0,1980,330,15.0,1357357134.0,73.0,651.0,10001893.0,2018,Holit,620.0
חולתה,253,HULATA,2,21,211.0,1.0,,1.0,669.0,668.0,652.0,1.0,1937,330,15.0,2573277301.0,77.0,253.0,10004540.0,2018,Hulata,211.0
חוסן,662,HOSEN,2,24,243.0,52.0,,1.0,1130.0,1128.0,1088.0,2.0,1949,310,9.0,2281476697.0,450.0,255.0,10004484.0,2018,Hosen,212.0
חוסנייה,1332,HUSSNIYYA,2,24,242.0,56.0,,2.0,731.0,5.0,,726.0,,450,,2302975617.0,258.0,205.0,10004513.0,2018,Hussniyya,210.0
"חוף הכרמל מ""א 15",1864,,3,32,321.0,15.0,,,,,,,,530,,1947072760.0,,,,2018,,
חופית,115,HOFIT,4,41,411.0,16.0,141.0,1.0,753.0,753.0,744.0,,1955,350,,1883669905.0,8.0,409.0,15000060.0,2018,Hofit,
חוקוק,374,HUQOQ,2,22,221.0,6.0,,1.0,587.0,581.0,551.0,6.0,1945,330,15.0,2466775401.0,-30.0,214.0,10004552.0,2018,Huqoq,214.0
חורה,1303,HURA,6,62,623.0,99.0,342.0,2.0,21558.0,18.0,14.0,21540.0,,260,,1938957840.0,370.0,652.0,10001937.0,2018,Hura,610.0
חורפיש,496,HURFEISH,2,24,244.0,99.0,,2.0,6315.0,1.0,,6314.0,,280,,2326876916.0,529.0,258.0,10004484.0,2018,Hurfeish,212.0
חורשים,355,HORESHIM,4,42,421.0,20.0,142.0,1.0,330.0,325.0,313.0,5.0,1955,330,15.0,1974467160.0,58.0,417.0,15000658.0,2018,Horeshim,
חזון,1047,HAZON,2,21,214.0,2.0,,1.0,324.0,324.0,324.0,,1969,310,2.0,2372775686.0,390.0,209.0,10004465.0,2018,Hazon,211.0
חיבת ציון,219,HIBBAT ZIYYON,4,41,411.0,16.0,141.0,1.0,709.0,709.0,708.0,,1933,310,7.0,1919970042.0,20.0,409.0,15000060.0,2018,Hibbat Ziyyon,
חיננית,3643,HINNANIT,7,71,,72.0,,1.0,1323.0,1323.0,1159.0,,1981,370,13.0,2159770969.0,330.0,710.0,10003262.0,2018,Hinnanit,
חיפה,4000,HAIFA,3,31,311.0,0.0,210.0,4.0,283640.0,250943.0,217360.0,32697.0,ותיק,130,,2011274545.0,-17.0,304.0,10004171.0,2018,Haifa,
חירות,162,HERUT,4,41,411.0,18.0,141.0,1.0,1309.0,1303.0,1296.0,6.0,1930,310,1.0,1921568301.0,41.0,412.0,15000060.0,2018,Herut,
חלוץ,1272,HALUZ,2,24,243.0,56.0,,1.0,516.0,516.0,510.0,,1985,370,13.0,2295276173.0,685.0,205.0,15002358.0,2018,Haluz,210.0
חלץ,820,HELEZ,6,61,614.0,36.0,,1.0,445.0,441.0,440.0,4.0,1950,310,1.0,1676360965.0,69.0,633.0,10001829.0,2018,Helez,
חמאם,993,HAMAM,2,22,221.0,65.0,,2.0,1473.0,4.0,4.0,1469.0,,450,,2461874838.0,-174.0,251.0,10004552.0,2018,Hamam,214.0
חמד,801,HEMED,4,43,432.0,40.0,133.0,1.0,1257.0,1257.0,1253.0,,1950,310,2.0,1851165842.0,20.0,425.0,10002207.0,2018,Hemed,
חמדיה,343,HAMADYA,2,23,231.0,7.0,,1.0,364.0,362.0,356.0,2.0,1942,330,15.0,2490971407.0,-184.0,202.0,10004568.0,2018,Hamadya,214.0
חמדת,3646,HEMDAT,7,75,,75.0,,1.0,278.0,278.0,278.0,,1980,370,11.0,2497768423.0,110.0,712.0,10003262.0,2018,Hemdat,
חמרה,3609,HAMRA,7,75,,75.0,,1.0,175.0,175.0,167.0,,1971,310,10.0,2412967837.0,-81.0,712.0,10003262.0,2018,Hamra,
חניאל,807,HANNI'EL,4,41,411.0,16.0,141.0,1.0,933.0,933.0,911.0,,1950,310,1.0,1954169328.0,28.0,409.0,15000060.0,2018,Hanni'el,
חניתה,280,HANITA,2,24,244.0,4.0,,1.0,761.0,760.0,731.0,1.0,1938,330,15.0,2166577698.0,259.0,201.0,10004302.0,2018,Hanita,212.0
חנתון,1257,HANNATON,2,23,237.0,9.0,241.0,1.0,963.0,962.0,953.0,1.0,1984,330,15.0,2232574324.0,154.0,254.0,10004497.0,2018,Hannaton,213.0
חספין,4005,HASPIN,2,29,294.0,71.0,,1.0,2057.0,2057.0,2055.0,,1973,190,,2746275023.0,410.0,219.0,10004579.0,2018,Haspin,211.0
חפץ חיים,363,HAFEZ HAYYIM,4,44,441.0,31.0,143.0,1.0,561.0,561.0,561.0,,1944,330,8.0,1811563304.0,70.0,456.0,15002488.0,2018,Hafez Hayyim,420.0
חפצי-בה,90,HEFZI-BAH,2,23,232.0,8.0,,1.0,741.0,741.0,715.0,,1922,330,15.0,2402171382.0,-89.0,204.0,10004568.0,2018,Hefzi-Bah,213.0
חצב,700,HAZAV,6,61,611.0,33.0,143.0,1.0,1467.0,1467.0,1445.0,,1949,310,1.0,1782763212.0,50.0,616.0,10001821.0,2018,Hazav,420.0
חצבה,13,HAZEVA,6,62,625.0,54.0,,1.0,605.0,595.0,561.0,10.0,1965,310,1.0,2266751974.0,-160.0,657.0,10001918.0,2018,Hazeva,610.0
חצור-אשדוד,406,HAZOR-ASHDOD,6,61,611.0,33.0,143.0,1.0,624.0,624.0,600.0,,1937,330,15.0,1735963120.0,32.0,616.0,10001821.0,2018,Hazor-Ashdod,420.0
חצור הגלילית,2034,HAZOR HAGELILIT,2,21,213.0,99.0,,1.0,9165.0,9130.0,8906.0,35.0,1953,180,,2511676532.0,279.0,259.0,10004540.0,2018,Hazor HaGelilit,211.0
חצרים,397,HAZERIM,6,62,623.0,41.0,344.0,1.0,832.0,832.0,815.0,,1946,330,15.0,1726957221.0,237.0,625.0,10001900.0,2018,Hazerim,620.0
חרב לאת,422,HEREV LE'ET,4,41,411.0,16.0,141.0,1.0,945.0,945.0,926.0,,1947,310,10.0,1924070091.0,20.0,409.0,15000060.0,2018,Herev Le'Et,
חרוצים,1024,HARUZIM,4,41,411.0,19.0,141.0,1.0,866.0,866.0,859.0,,1951,350,,1874468161.0,39.0,401.0,15000060.0,2018,Haruzim,
חריש,1247,HARISH,3,32,323.0,99.0,,1.0,7569.0,7447.0,6940.0,122.0,1982,180,,2044270746.0,59.0,307.0,10004233.0,2018,Harish,
"חרמון מ""א 71",1960,,2,29,291.0,71.0,,,,,,,,530,,2685079910.0,,,,2018,,211.0
חרמש,3717,HERMESH,7,71,,72.0,,1.0,228.0,228.0,204.0,,1982,370,9.0,2114170327.0,226.0,710.0,10003262.0,2018,Hermesh,
חרשים,1209,HARASHIM,2,24,243.0,56.0,,1.0,329.0,329.0,308.0,,1980,370,19.0,2310076241.0,780.0,205.0,10004465.0,2018,Harashim,210.0
חשמונאים,3770,HASHMONA'IM,7,74,,73.0,,1.0,2760.0,2760.0,2753.0,,1985,190,,2023664873.0,228.0,711.0,10004054.0,2018,Hashmona'im,
טבריה,6700,TIBERIAS,2,22,221.0,0.0,,1.0,44234.0,43556.0,40848.0,678.0,ותיק,160,,2494274369.0,-227.0,207.0,10004552.0,2018,Tiberias,214.0
טובא-זנגרייה,962,TUBA-ZANGARIYYE,2,21,213.0,99.0,,2.0,6667.0,7.0,3.0,6660.0,,280,,2556376342.0,240.0,259.0,10004540.0,2018,Tuba-Zangariyye,211.0
טורעאן,498,TUR'AN,2,25,237.0,99.0,,2.0,14036.0,6.0,4.0,14030.0,,270,,2354874243.0,179.0,251.0,15002369.0,2018,Tur'an,214.0
טייבה,2730,TAYIBE,4,41,412.0,0.0,141.0,2.0,43127.0,57.0,29.0,43070.0,,260,,2008068569.0,39.0,402.0,10002155.0,2018,Tayibe,410.0
טייבה (בעמק),497,TAYIBE(BAEMEQ),2,23,233.0,8.0,,2.0,1843.0,5.0,5.0,1838.0,,450,,2420372335.0,60.0,204.0,10004394.0,2018,Tayibe(Baemeq),213.0
טירה,2720,TIRE,4,41,412.0,0.0,141.0,2.0,26162.0,69.0,22.0,26093.0,,260,,1958168225.0,45.0,403.0,10002155.0,2018,Tire,
טירת יהודה,663,TIRAT YEHUDA,4,42,422.0,25.0,142.0,1.0,1189.0,1189.0,1188.0,,1949,310,2.0,1938865787.0,50.0,424.0,10002168.0,2018,Tirat Yehuda,
טירת כרמל,2100,TIRAT KARMEL,3,31,311.0,0.0,223.0,1.0,22210.0,22121.0,21126.0,89.0,1949,160,,1976774079.0,-1.0,355.0,10004710.0,2018,Tirat Karmel,
טירת צבי,268,TIRAT ZEVI,2,23,231.0,7.0,,1.0,904.0,904.0,904.0,,1937,330,3.0,2499570302.0,-229.0,202.0,10004568.0,2018,Tirat Zevi,214.0
טל-אל,1181,TAL-EL,2,24,243.0,56.0,241.0,1.0,1174.0,1174.0,1140.0,,1980,370,13.0,2169975908.0,70.0,205.0,10004315.0,2018,Tal-El,210.0
טל שחר,462,TAL SHAHAR,1,11,112.0,26.0,,1.0,1366.0,1366.0,1347.0,,1948,310,1.0,1908763474.0,100.0,151.0,15000597.0,2018,Tal Shahar,
טללים,1177,TELALIM,6,62,626.0,48.0,,1.0,509.0,509.0,493.0,,1980,330,15.0,1779654464.0,350.0,620.0,10001918.0,2018,Telalim,610.0
טלמון,3788,TALMON,7,74,,73.0,,1.0,4349.0,4349.0,4346.0,,1989,190,,2128164953.0,446.0,711.0,10004054.0,2018,Talmon,
טמרה,8900,TAMRA,2,24,241.0,0.0,241.0,2.0,33851.0,39.0,18.0,33812.0,,260,,2180675104.0,10.0,263.0,15002411.0,2018,Tamra,
טמרה (יזרעאל),547,TAMRA (YIZRE'EL),2,23,233.0,8.0,,2.0,1578.0,,,1578.0,,450,,2381772670.0,160.0,204.0,10004394.0,2018,Tamra (Yizre'el),213.0
טנא,3743,TENE,7,77,,78.0,,1.0,848.0,848.0,838.0,,1983,370,11.0,1959158706.0,498.0,715.0,15003512.0,2018,Tene,
טפחות,1214,TEFAHOT,2,21,214.0,2.0,,1.0,484.0,484.0,484.0,,1980,310,2.0,2398375265.0,45.0,209.0,10004552.0,2018,Tefahot,211.0
יאנוח-ג'ת,1295,YANUH-JAT,2,24,243.0,99.0,,2.0,6614.0,2.0,2.0,6612.0,,280,,2232776506.0,159.0,255.0,10004484.0,2018,Yanuh-Jat,
יבול,1232,YEVUL,6,62,622.0,38.0,,1.0,340.0,340.0,338.0,,1981,310,10.0,1347956688.0,80.0,651.0,10001893.0,2018,Yevul,620.0
יבנאל,46,YAVNE'EL,2,22,222.0,99.0,,1.0,4294.0,4293.0,4235.0,1.0,1901,190,,2477973510.0,-127.0,251.0,10004552.0,2018,Yavne'el,
יבנה,2660,YAVNE,4,44,441.0,0.0,143.0,1.0,46705.0,46642.0,45412.0,63.0,1949,160,,1752064277.0,20.0,404.0,15002488.0,2018,Yavne,
יגור,96,YAGUR,3,31,311.0,12.0,223.0,1.0,1604.0,1604.0,1501.0,,1922,330,15.0,2075573859.0,7.0,301.0,10004207.0,2018,Yagur,
יגל,798,YAGEL,4,43,432.0,40.0,133.0,1.0,929.0,929.0,927.0,,1950,310,1.0,1887165509.0,35.0,425.0,10002261.0,2018,Yagel,
יד בנימין,577,YAD BINYAMIN,4,44,441.0,31.0,143.0,1.0,4175.0,4175.0,4172.0,,1949,190,,1832563395.0,60.0,456.0,15002488.0,2018,Yad Binyamin,420.0
יד השמונה,1134,YAD HASHEMONA,1,11,111.0,26.0,444.0,1.0,303.0,303.0,139.0,,1978,320,10.0,2085863523.0,641.0,151.0,10002475.0,2018,Yad HaShemona,
יד חנה,758,YAD HANNA,4,41,412.0,16.0,141.0,1.0,926.0,924.0,903.0,2.0,1950,330,15.0,2007869249.0,45.0,409.0,10002155.0,2018,Yad Hanna,
יד מרדכי,358,YAD MORDEKHAY,6,61,614.0,36.0,,1.0,767.0,766.0,737.0,1.0,1943,330,15.0,1581461092.0,33.0,633.0,10001829.0,2018,Yad Mordekhay,
יד נתן,775,YAD NATAN,6,61,612.0,50.0,,1.0,638.0,637.0,630.0,1.0,1953,310,6.0,1721361789.0,70.0,634.0,10001813.0,2018,Yad Natan,
"יד רמב""ם",64,YAD RAMBAM,4,43,432.0,30.0,143.0,1.0,1094.0,1094.0,1071.0,,1955,310,2.0,1907264528.0,70.0,426.0,10002228.0,2018,Yad Rambam,
ידידה,1144,YEDIDA,1,11,111.0,26.0,444.0,1.0,212.0,212.0,210.0,,1964,340,,2100963561.0,716.0,151.0,10002475.0,2018,Yedida,
יהוד,9400,YEHUD,4,42,422.0,0.0,132.0,1.0,29930.0,29892.0,29368.0,38.0,1948,160,,1893966002.0,30.0,411.0,10001516.0,2018,Yehud,
יהל,1158,YAHEL,6,62,625.0,53.0,,1.0,194.0,194.0,181.0,,1976,330,15.0,2121044377.0,183.0,608.0,10001955.0,2018,Yahel,
יובל,2009,YUVAL,2,21,211.0,55.0,,1.0,625.0,624.0,622.0,1.0,1952,310,1.0,2561279464.0,175.0,253.0,10004591.0,2018,Yuval,211.0
יובלים,1226,YUVALLIM,2,24,241.0,56.0,241.0,1.0,1105.0,1105.0,1097.0,,1982,370,7.0,2256375376.0,50.0,205.0,10004513.0,2018,Yuvallim,210.0
יודפת,1112,YODEFAT,2,24,241.0,56.0,241.0,1.0,867.0,866.0,829.0,1.0,1960,320,15.0,2257674912.0,363.0,205.0,10004513.0,2018,Yodefat,210.0
יונתן,4007,YONATAN,2,29,293.0,71.0,,1.0,705.0,705.0,705.0,,1976,320,2.0,2746276049.0,529.0,219.0,10004579.0,2018,Yonatan,211.0
יושיביה,803,YOSHIVYA,6,62,621.0,39.0,,1.0,667.0,666.0,665.0,1.0,1950,310,2.0,1628759479.0,120.0,651.0,10001930.0,2018,Yoshivya,620.0
יזרעאל,452,YIZRE'EL,2,23,234.0,8.0,,1.0,556.0,556.0,535.0,,1948,330,15.0,2304071866.0,58.0,204.0,10004394.0,2018,Yizre'el,213.0
יחיעם,409,YEHI'AM,2,24,243.0,4.0,,1.0,716.0,715.0,697.0,1.0,1946,330,15.0,2209876686.0,319.0,201.0,10004302.0,2018,Yehi'am,212.0
יטבתה,866,YOTVATA,6,62,625.0,53.0,,1.0,696.0,696.0,677.0,,1951,330,15.0,2055542290.0,74.0,608.0,10001955.0,2018,Yotvata,
"ייט""ב",3607,YITAV,7,75,,75.0,,1.0,348.0,348.0,325.0,,1970,320,15.0,2401765051.0,-130.0,712.0,10003262.0,2018,Yitav,
יכיני,811,YAKHINI,6,61,614.0,37.0,,1.0,717.0,716.0,710.0,1.0,1950,310,1.0,1619959912.0,114.0,651.0,10001829.0,2018,Yakhini,620.0
ים המלח - בתי מלון,1772,,6,62,624.0,51.0,,,,,,,,520,,2345056749.0,-391.0,656.0,10001911.0,2018,,
ינוב,753,YANUV,4,41,411.0,18.0,141.0,1.0,933.0,933.0,920.0,,1950,310,1.0,1954569033.0,39.0,412.0,15000060.0,2018,Yanuv,
ינון,2011,YINNON,6,61,611.0,33.0,143.0,1.0,1176.0,1172.0,1172.0,4.0,1952,310,1.0,1793762785.0,60.0,616.0,10001821.0,2018,Yinnon,420.0
יסוד המעלה,29,YESUD HAMA'ALA,2,21,211.0,99.0,,1.0,1719.0,1719.0,1681.0,,1883,350,,2566377358.0,69.0,259.0,10004540.0,2018,Yesud HaMa'ala,211.0
יסודות,440,YESODOT,4,44,441.0,31.0,143.0,1.0,913.0,913.0,913.0,,1948,320,8.0,1873363588.0,87.0,456.0,15002488.0,2018,Yesodot,420.0
יסעור,575,YAS'UR,2,24,246.0,4.0,241.0,1.0,856.0,851.0,836.0,5.0,1949,330,15.0,2158575622.0,16.0,201.0,10004315.0,2018,Yas'ur,212.0
יעד,1138,YA'AD,2,24,241.0,56.0,241.0,1.0,682.0,682.0,682.0,,1975,310,1.0,2230775377.0,190.0,205.0,10004513.0,2018,Ya'ad,210.0
יעל,1117,YA'EL,2,23,234.0,8.0,,,,,,,,510,,2291971752.0,70.0,204.0,10004394.0,2018,Ya'el,213.0
יעף,1044,YE'AF,4,41,411.0,18.0,141.0,1.0,308.0,308.0,304.0,,1968,350,,1970268605.0,50.0,412.0,15000060.0,2018,Ye'af,
יערה,795,YA'ARA,2,24,244.0,52.0,,1.0,741.0,619.0,602.0,122.0,1950,310,1.0,2177877469.0,110.0,255.0,10004302.0,2018,Ya'ara,212.0
"יערות גבעת המורה מ""א 9",1863,,2,23,234.0,9.0,,,,,,,,530,,2404072680.0,,,,2018,,213.0
יפיע,499,YAFI,2,25,237.0,99.0,,2.0,18905.0,9.0,2.0,18896.0,,270,,2261573224.0,212.0,257.0,10004426.0,2018,Yafi,213.0
יפית,3566,YAFIT,7,75,,75.0,,1.0,197.0,197.0,191.0,,1980,310,1.0,2449066340.0,-261.0,712.0,10003262.0,2018,Yafit,
יפעת,134,YIF'AT,2,23,234.0,9.0,,1.0,1152.0,1151.0,1127.0,1.0,1926,330,15.0,2212773145.0,100.0,254.0,10004411.0,2018,Yif'at,213.0
יפתח,453,YIFTAH,2,21,212.0,1.0,,1.0,539.0,539.0,497.0,,1948,330,15.0,2518578154.0,389.0,253.0,10004591.0,2018,Yiftah,211.0
יצהר,3749,YIZHAR,7,72,,72.0,,1.0,1635.0,1635.0,1635.0,,1983,370,11.0,2225767495.0,664.0,710.0,10003262.0,2018,Yizhar,
יציץ,759,YAZIZ,4,43,432.0,30.0,143.0,1.0,821.0,821.0,803.0,,1950,310,1.0,1868964119.0,60.0,426.0,10002241.0,2018,Yaziz,
יקום,417,YAQUM,4,41,411.0,19.0,141.0,1.0,749.0,749.0,719.0,,1947,330,15.0,1853068397.0,10.0,401.0,15000060.0,2018,Yaqum,
יקיר,3647,YAQIR,7,73,,72.0,145.0,1.0,2183.0,2183.0,2175.0,,1981,190,,2108767292.0,354.0,710.0,10003262.0,2018,Yaqir,
יקנעם (מושבה),241,YOQNE'AM(MOSHAVA),2,23,235.0,13.0,,1.0,1398.0,1398.0,1376.0,,1935,310,10.0,2110672890.0,44.0,254.0,10004394.0,2018,Yoqne'am(Moshava),213.0
יקנעם עילית,240,YOQNE'AM ILLIT,2,23,235.0,0.0,223.0,1.0,23311.0,23291.0,21259.0,20.0,1950,160,,2091772807.0,57.0,222.0,10004394.0,2018,Yoqne'am Illit,
יראון,623,YIR'ON,2,24,244.0,1.0,,1.0,410.0,410.0,352.0,,1949,330,15.0,2428677582.0,651.0,253.0,10004528.0,2018,Yir'on,211.0
ירדנה,2026,YARDENA,2,23,231.0,7.0,,1.0,371.0,371.0,371.0,,1952,310,1.0,2532871906.0,-249.0,202.0,10004568.0,2018,Yardena,214.0
ירוחם,831,YEROHAM,6,62,626.0,99.0,,1.0,9974.0,9672.0,8980.0,302.0,1951,180,,1930754414.0,366.0,612.0,10001918.0,2018,Yeroham,610.0
ירושלים,3000,JERUSALEM,1,11,111.0,0.0,410.0,4.0,919438.0,569866.0,555845.0,349572.0,ותיק,120,,2209463223.0,419.0,101.0,10002489.0,2018,Jerusalem,
ירחיב,718,YARHIV,4,42,421.0,20.0,142.0,1.0,1086.0,1086.0,1079.0,,1949,310,1.0,1971367328.0,40.0,417.0,15000658.0,2018,Yarhiv,
ירכא,502,YIRKA,2,24,243.0,99.0,,2.0,17003.0,81.0,70.0,16922.0,,270,,2197076217.0,68.0,252.0,10004315.0,2018,Yirka,
ירקונה,183,YARQONA,4,42,421.0,20.0,142.0,1.0,366.0,366.0,365.0,,1932,310,1.0,1904967246.0,25.0,417.0,10002133.0,2018,Yarqona,
ישע,916,YESHA,6,62,622.0,38.0,,1.0,410.0,410.0,395.0,,1957,310,1.0,1430657316.0,111.0,651.0,10001893.0,2018,Yesha,620.0
ישעי,805,YISH'I,1,11,112.0,26.0,444.0,1.0,760.0,760.0,759.0,,1950,310,2.0,1968262879.0,175.0,151.0,15000597.0,2018,Yish'i,
ישרש,828,YASHRESH,4,43,432.0,30.0,143.0,1.0,1010.0,1010.0,1005.0,,1950,310,1.0,1857564697.0,68.0,426.0,10002228.0,2018,Yashresh,
יתד,1227,YATED,6,62,622.0,38.0,,1.0,461.0,461.0,448.0,,1981,310,1.0,1359656860.0,80.0,651.0,10001893.0,2018,Yated,620.0
כאבול,504,KABUL,2,24,241.0,99.0,241.0,2.0,13854.0,14.0,5.0,13840.0,,270,,2198675277.0,20.0,263.0,15002411.0,2018,Kabul,
כאוכב אבו אל-היג'א,505,KAOKAB ABU AL-HIJA,2,24,241.0,99.0,241.0,2.0,3526.0,5.0,2.0,3521.0,,290,,2235974843.0,248.0,261.0,10004513.0,2018,Kaokab Abu Al-Hija,
כברי,576,KABRI,2,24,245.0,4.0,,1.0,1051.0,1048.0,1028.0,3.0,1949,330,15.0,2141876954.0,64.0,201.0,10004302.0,2018,Kabri,212.0
כדורי,371,KADOORIE,2,22,222.0,3.0,,1.0,245.0,210.0,140.0,35.0,1931,340,,2382773464.0,110.0,206.0,10004552.0,2018,Kadoorie,214.0
כדיתה,1338,KADDITA,2,21,212.0,2.0,,1.0,186.0,186.0,178.0,,2009,370,10.0,2437276776.0,696.0,209.0,10004528.0,2018,Kaddita,211.0
כוכב השחר,3564,KOKHAV HASHAHAR,7,74,,73.0,445.0,1.0,2122.0,2122.0,2122.0,,1977,190,,2330665192.0,519.0,711.0,10003299.0,2018,Kokhav HaShahar,
כוכב יאיר,1224,KOKHAV YA'IR,4,42,421.0,99.0,141.0,1.0,8773.0,8764.0,8669.0,9.0,1981,180,,1997868091.0,67.0,455.0,10002155.0,2018,Kokhav Ya'ir,
כוכב יעקב,3779,KOKHAV YA'AQOV,7,74,,73.0,445.0,1.0,8194.0,8194.0,8186.0,,1985,180,,2231064307.0,669.0,711.0,10003299.0,2018,Kokhav Ya'aqov,
כוכב מיכאל,824,KOKHAV MIKHA'EL,6,61,614.0,36.0,,1.0,1053.0,1053.0,1028.0,,1950,310,1.0,1686861528.0,81.0,633.0,10001829.0,2018,Kokhav Mikha'el,
כורזים,1252,KORAZIM,2,21,213.0,55.0,,1.0,342.0,342.0,332.0,,1983,350,7.0,2518675735.0,118.0,253.0,10004540.0,2018,Korazim,211.0
כחל,1210,KAHAL,2,21,212.0,55.0,,1.0,424.0,424.0,415.0,,1980,310,1.0,2480675516.0,50.0,253.0,10004540.0,2018,Kahal,211.0
כחלה,1367,KOCHLEA,6,62,623.0,69.0,,2.0,394.0,,,394.0,,450,,2050657758.0,508.0,624.0,10001937.0,2018,Kochlea,610.0
כיסופים,840,KISSUFIM,6,62,622.0,38.0,,1.0,238.0,236.0,213.0,2.0,1951,330,15.0,1428458732.0,80.0,651.0,10001893.0,2018,Kissufim,620.0
כישור,1153,KISHOR,2,24,243.0,56.0,,1.0,184.0,183.0,182.0,1.0,1976,330,15.0,2237176123.0,449.0,205.0,15002358.0,2018,Kishor,210.0
כליל,1183,KELIL,2,24,243.0,4.0,,1.0,705.0,701.0,672.0,4.0,1979,370,10.0,2191176514.0,109.0,201.0,10004302.0,2018,Kelil,212.0
כלנית,1229,KALLANIT,2,21,214.0,2.0,,1.0,226.0,226.0,225.0,,1981,310,2.0,2429675339.0,-2.0,209.0,10004552.0,2018,Kallanit,211.0
כמאנה,1331,KAMANE,2,24,242.0,56.0,,2.0,1495.0,,,1495.0,,450,,2331475760.0,449.0,205.0,10004465.0,2018,Kamane,210.0
כמהין,1291,KEMEHIN,6,62,626.0,48.0,,1.0,182.0,182.0,164.0,,1988,310,1.0,1455653579.0,220.0,620.0,10001918.0,2018,Kemehin,610.0
כמון,1201,KAMMON,2,24,242.0,56.0,,1.0,1384.0,1384.0,1358.0,,1980,370,7.0,2339975746.0,498.0,205.0,10004465.0,2018,Kammon,210.0
כנות,2006,KANNOT,6,61,611.0,33.0,143.0,1.0,439.0,435.0,366.0,4.0,1952,340,,1766263444.0,61.0,616.0,10001821.0,2018,Kannot,420.0
כנף,4028,KANAF,2,29,293.0,71.0,,1.0,461.0,461.0,459.0,,1991,310,1.0,2658275286.0,270.0,219.0,10004579.0,2018,Kanaf,211.0
כנרת (מושבה),63,KINNERET(MOSHAVA),2,22,221.0,6.0,,1.0,688.0,672.0,656.0,16.0,1909,350,,2532473678.0,-213.0,251.0,10004552.0,2018,Kinneret(Moshava),214.0
כנרת (קבוצה),57,KINNERET(QEVUZA),2,22,221.0,6.0,,1.0,687.0,687.0,658.0,,1908,330,15.0,2529873551.0,-199.0,214.0,10004552.0,2018,Kinneret(Qevuza),214.0
כסיפה,1059,KUSEIFE,6,62,623.0,99.0,,2.0,21079.0,5.0,1.0,21074.0,,260,,2084057247.0,420.0,652.0,15003711.0,2018,Kuseife,610.0
כסלון,859,KESALON,1,11,111.0,26.0,444.0,1.0,428.0,428.0,408.0,,1952,310,10.0,2047663127.0,533.0,151.0,15000597.0,2018,Kesalon,
כסרא-סמיע,1296,KISRA-SUMEI,2,24,243.0,99.0,,2.0,8649.0,3.0,,8646.0,,280,,2287976386.0,487.0,255.0,10004484.0,2018,Kisra-Sumei,
